Original_Name	Blinded_Name
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_TACC3_tubulin_rapamycin 6.tif	blind_0045
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_TACC3_tubulin_rapamycin.tif	blind_0038
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_control 2.tif	blind_0025
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_control.tif	blind_0020
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_control 2.tif	blind_0022
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_control 3.tif	blind_0037
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_control.tif	blind_0050
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin 2.tif	blind_0027
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin 3.tif	blind_0029
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin 4.tif	blind_0007
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin 5.tif	blind_0033
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin 6.tif	blind_0018
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_tubulin_tubulin_rapamycin.tif	blind_0002
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_control 2.tif	blind_0053
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_control 3.tif	blind_0010
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_control 5.tif	blind_0032
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_control.tif	blind_0044
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_rapamycin 2.tif	blind_0052
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_rapamycin 3.tif	blind_0009
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_rapamycin 4.tif	blind_0042
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_GTSE1_tubulin_rapamycin 5.tif	blind_0046
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_control 2.tif	blind_0001
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_control 4.tif	blind_0019
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_control.tif	blind_0004
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_rapamycin 2.tif	blind_0051
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_rapamycin 3.tif	blind_0024
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_rapamycin 4.tif	blind_0012
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_PI�KC2A_tubulin_rapamycin 5.tif	blind_0005
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_rapamycin 2.tif	blind_0011
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_rapamycin 3.tif	blind_0049
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_rapamycin 4.tif	blind_0003
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_rapamycin 5.tif	blind_0034
MAX_20191129_CRISPR_CLTA-FKBP-GFP_IF_3rdctd.mvd2 - HeLa_CRISPR_CLTA-FKBP-GFP_DAPI_GFPboost_chTOG_tubulin_rapamycin.tif	blind_0017
